27244,3166,24078
190,11,179
11555,522,11033
8471,861,7610
4176,860,3316
140,13,127
8148,228,7920
5562,903,4659
1028,51,977
2611,145,2466
3087,618,2469
8807,511,8296
9463,637,8826
16468,4177,12291
15737,565,15172
190,1,189
261,7,254
170,159,11
41,33,8
8501,485,8016
2853,497,2356
18182,2072,16110
42,6,36
6708,1749,4959
1678,95,1583
20169,10307,9862
1074,499,575
26125,435,25690
85,0,85
141,44,97
30,6,24
14,0,14
4518,586,3932
1,0,1
115,21,94
