28246,2243,26003
171,15,156
11503,762,10741
10231,1031,9200
4219,842,3377
127,12,115
8815,157,8658
5491,952,4539
997,72,925
3146,143,3003
3132,719,2413
9594,488,9106
11288,580,10708
16599,5027,11572
15728,625,15103
247,4,243
269,4,265
167,84,83
38,34,4
9433,564,8869
2641,448,2193
19888,2355,17533
55,18,37
6940,1316,5624
1358,89,1269
22639,10204,12435
996,305,691
29133,448,28685
51,1,50
156,24,132
18,1,17
11,1,10
5234,687,4547
0,2,-2
89,9,80
